delivery_key,delivery_id,order_key,order_id,promised_delivery_date,actual_delivery_date,transport_cost,delivery_status,order_date,quantity,order_value,order_status,warehouse_key,warehouse_id,warehouse_name,warehouse_country,warehouse_capacity,carrier_key,carrier_id,carrier_name,carrier_service_level,dq_flag_missing_transport_cost,dq_flag_invalid_delivery_date,delivery_variance_days
74091,D0074091,74091,O0074091,2025-04-22,2025-05-04,60.06,Delivered,2025-04-19,40,382.8,Delivered,9,W09,Warehouse 09,Spain,10336,13,T13,Carrier 13,Standard,false,false,12
74092,D0074092,74092,O0074092,2025-06-30,2025-06-28,27.98,In Transit,2025-06-22,8,55.6,In Transit,4,W04,Warehouse 04,France,17137,2,T02,Carrier 02,Premium,false,false,-2
74093,D0074093,74093,O0074093,2025-11-14,2025-11-14,190.42,Delivered,2025-11-07,32,2592.96,Delivered,10,W10,Warehouse 10,Germany,24023,6,T06,Carrier 06,Standard,false,false,0
74094,D0074094,74094,O0074094,2025-03-28,2025-04-03,81.79,Delivered,2025-03-22,24,578.16,Delivered,11,W11,Warehouse 11,Germany,5748,12,T12,Carrier 12,Premium,false,false,6
74095,D0074095,74095,O0074095,2025-09-17,2025-09-14,145.42,Delivered,2025-09-10,27,1286.01,Delivered,2,W02,Warehouse 02,Spain,27715,8,T08,Carrier 08,Standard,false,false,-3
74096,D0074096,74096,O0074096,2025-01-21,2025-01-18,105.11,Delivered,2025-01-11,48,1871.04,Delivered,10,W10,Warehouse 10,Germany,24023,15,T15,Carrier 15,Express,false,false,-3
74097,D0074097,74097,O0074097,2025-12-26,2025-12-21,24.79,In Transit,2025-12-20,2,55.6,In Transit,8,W08,Warehouse 08,Italy,18100,11,T11,Carrier 11,Standard,false,false,-5
74098,D0074098,74098,O0074098,2025-01-31,2025-02-04,151.44,Delivered,2025-01-26,25,1472.75,Delivered,1,W01,Warehouse 01,Germany,20207,7,T07,Carrier 07,Standard,false,false,4
74099,D0074099,74099,O0074099,2025-01-15,2025-01-13,116.39,Delivered,2025-01-08,48,1405.44,Delivered,1,W01,Warehouse 01,Germany,20207,15,T15,Carrier 15,Express,false,false,-2
74100,D0074100,74100,O0074100,2025-06-09,2025-06-04,21.88,Delivered,2025-06-01,6,131.1,Delivered,1,W01,Warehouse 01,Germany,20207,2,T02,Carrier 02,Premium,false,false,-5
74101,D0074101,74101,O0074101,2025-10-25,2025-10-25,130.59,Delivered,2025-10-16,25,1472.75,Delivered,9,W09,Warehouse 09,Spain,10336,4,T04,Carrier 04,Express,false,false,0
74102,D0074102,74102,O0074102,2025-03-27,2025-04-01,112.43,Delivered,2025-03-18,33,1944.03,Delivered,10,W10,Warehouse 10,Germany,24023,8,T08,Carrier 08,Standard,false,false,5
74103,D0074103,74103,O0074103,2025-08-20,2025-08-22,29.72,Delivered,2025-08-16,5,42.25,Delivered,3,W03,Warehouse 03,Brazil,15843,5,T05,Carrier 05,Express,false,false,2
74104,D0074104,74104,O0074104,2025-05-07,2025-05-19,98.27,In Transit,2025-05-04,26,722.8,In Transit,4,W04,Warehouse 04,France,17137,9,T09,Carrier 09,Premium,false,false,12
74105,D0074105,74105,O0074105,2026-01-03,2026-01-04,63.91,Delivered,2025-12-27,11,575.63,Delivered,7,W07,Warehouse 07,Netherlands,10019,9,T09,Carrier 09,Premium,false,false,1
74106,D0074106,74106,O0074106,2025-06-28,2025-06-29,38.65,Delivered,2025-06-22,18,119.88,Delivered,1,W01,Warehouse 01,Germany,20207,5,T05,Carrier 05,Express,false,false,1
74107,D0074107,74107,O0074107,2025-06-17,2025-06-18,78.97,Cancelled,2025-06-11,19,429.21,Cancelled,8,W08,Warehouse 08,Italy,18100,7,T07,Carrier 07,Standard,false,false,1
74108,D0074108,74108,O0074108,2025-01-12,2025-01-19,54.08,Delivered,2025-01-08,46,351.44,Delivered,11,W11,Warehouse 11,Germany,5748,14,T14,Carrier 14,Premium,false,false,7
74109,D0074109,74109,O0074109,2025-04-23,2025-04-17,30.09,Delivered,2025-04-13,3,104.79,Delivered,6,W06,Warehouse 06,Italy,23070,4,T04,Carrier 04,Express,false,false,-6
74110,D0074110,74110,O0074110,2025-01-10,2025-01-18,51.46,Delivered,2025-01-07,26,160.94,Delivered,4,W04,Warehouse 04,France,17137,1,T01,Carrier 01,Premium,false,false,8
74111,D0074111,74111,O0074111,2025-11-22,2025-11-21,72.34,Delivered,2025-11-18,23,492.66,Delivered,2,W02,Warehouse 02,Spain,27715,6,T06,Carrier 06,Standard,false,false,-1
74112,D0074112,74112,O0074112,2025-06-27,2025-07-09,206.34,Delivered,2025-06-24,48,2286.24,Delivered,5,W05,Warehouse 05,Spain,25643,15,T15,Carrier 15,Express,false,false,12
74113,D0074113,74113,O0074113,2025-05-06,2025-05-04,60.42,Delivered,2025-04-29,17,257.72,Delivered,5,W05,Warehouse 05,Spain,25643,6,T06,Carrier 06,Standard,false,false,-2
74114,D0074114,74114,O0074114,2025-04-10,2025-04-02,122.66,In Transit,2025-03-31,47,1044.34,In Transit,1,W01,Warehouse 01,Germany,20207,8,T08,Carrier 08,Standard,false,false,-8
74115,D0074115,74115,O0074115,2025-09-17,2025-09-17,64.1,Delivered,2025-09-14,16,451.52,Delivered,10,W10,Warehouse 10,Germany,24023,10,T10,Carrier 10,Express,false,false,0
74116,D0074116,74116,O0074116,2025-08-26,2025-08-31,215.01,Delivered,2025-08-23,47,2251.77,Delivered,6,W06,Warehouse 06,Italy,23070,12,T12,Carrier 12,Premium,false,false,5
74117,D0074117,74117,O0074117,2025-05-11,2025-05-17,108.03,Delivered,2025-05-02,45,1288.8,Delivered,3,W03,Warehouse 03,Brazil,15843,11,T11,Carrier 11,Standard,false,false,6
74118,D0074118,74118,O0074118,2025-04-18,2025-04-15,167.92,Delivered,2025-04-14,48,4146.24,Delivered,1,W01,Warehouse 01,Germany,20207,6,T06,Carrier 06,Standard,false,false,-3
74119,D0074119,74119,O0074119,2025-12-15,2025-12-18,118.57,In Transit,2025-12-12,40,766.8,In Transit,7,W07,Warehouse 07,Netherlands,10019,13,T13,Carrier 13,Standard,false,false,3
74120,D0074120,74120,O0074120,2025-01-29,2025-01-29,102.97,Delivered,2025-01-22,25,721.5,Delivered,2,W02,Warehouse 02,Spain,27715,5,T05,Carrier 05,Express,false,false,0
74121,D0074121,74121,O0074121,2025-07-15,2025-07-23,59.68,Delivered,2025-07-12,37,358.53,Delivered,9,W09,Warehouse 09,Spain,10336,15,T15,Carrier 15,Express,false,false,8
74122,D0074122,74122,O0074122,2025-12-28,2025-12-25,48.36,Delivered,2025-12-19,9,336.24,Delivered,9,W09,Warehouse 09,Spain,10336,11,T11,Carrier 11,Standard,false,false,-3
74123,D0074123,74123,O0074123,2025-05-06,2025-05-02,295.13,Delivered,2025-04-27,36,2804.04,Delivered,2,W02,Warehouse 02,Spain,27715,7,T07,Carrier 07,Standard,false,false,-4
74124,D0074124,74124,O0074124,2025-01-25,2025-01-26,28.71,Delivered,2025-01-22,5,52.45,Delivered,10,W10,Warehouse 10,Germany,24023,6,T06,Carrier 06,Standard,false,false,1
74125,D0074125,74125,O0074125,2025-10-31,2025-11-07,121.42,Delivered,2025-10-28,30,996.0,Delivered,11,W11,Warehouse 11,Germany,5748,13,T13,Carrier 13,Standard,false,false,7
74126,D0074126,74126,O0074126,2025-12-05,2025-12-10,28.24,Delivered,2025-11-26,1,40.19,Delivered,10,W10,Warehouse 10,Germany,24023,2,T02,Carrier 02,Premium,false,false,5
74127,D0074127,74127,O0074127,2025-01-29,2025-02-01,211.81,In Transit,2025-01-23,46,1830.8,In Transit,11,W11,Warehouse 11,Germany,5748,1,T01,Carrier 01,Premium,false,false,3
74128,D0074128,74128,O0074128,2025-05-25,2025-05-30,52.66,Delivered,2025-05-19,9,317.25,Delivered,4,W04,Warehouse 04,France,17137,15,T15,Carrier 15,Express,false,false,5
74129,D0074129,74129,O0074129,2025-02-08,2025-02-10,31.07,Delivered,2025-02-04,12,118.32,Delivered,12,W12,Warehouse 12,Netherlands,25674,12,T12,Carrier 12,Premium,false,false,2
74130,D0074130,74130,O0074130,2025-12-04,2025-12-06,87.69,Delivered,2025-11-25,39,2111.46,Delivered,6,W06,Warehouse 06,Italy,23070,5,T05,Carrier 05,Express,false,false,2
74131,D0074131,74131,O0074131,2025-11-06,2025-11-09,57.86,Delivered,2025-11-02,11,419.21,Delivered,11,W11,Warehouse 11,Germany,5748,4,T04,Carrier 04,Express,false,false,3
74132,D0074132,74132,O0074132,2025-11-01,2025-11-07,74.42,Delivered,2025-10-25,44,606.32,Delivered,3,W03,Warehouse 03,Brazil,15843,6,T06,Carrier 06,Standard,false,false,6
74133,D0074133,74133,O0074133,2025-05-06,2025-05-10,41.97,Delivered,2025-04-29,12,238.92,Delivered,3,W03,Warehouse 03,Brazil,15843,8,T08,Carrier 08,Standard,false,false,4
74134,D0074134,74134,O0074134,2025-09-27,2025-09-29,146.52,Delivered,2025-09-18,10,1080.7,Delivered,6,W06,Warehouse 06,Italy,23070,8,T08,Carrier 08,Standard,false,false,2
74135,D0074135,74135,O0074135,2025-03-09,2025-03-17,24.89,Cancelled,2025-03-06,38,136.04,Cancelled,9,W09,Warehouse 09,Spain,10336,14,T14,Carrier 14,Premium,false,false,8
74136,D0074136,74136,O0074136,2025-03-02,2025-03-03,250.51,Delivered,2025-02-23,39,2336.49,Delivered,10,W10,Warehouse 10,Germany,24023,15,T15,Carrier 15,Express,false,false,1
74137,D0074137,74137,O0074137,2025-08-06,2025-08-08,98.54,Delivered,2025-08-03,46,837.2,Delivered,3,W03,Warehouse 03,Brazil,15843,9,T09,Carrier 09,Premium,false,false,2
74138,D0074138,74138,O0074138,2025-12-25,2025-12-25,50.27,Delivered,2025-12-20,19,365.94,Delivered,12,W12,Warehouse 12,Netherlands,25674,10,T10,Carrier 10,Express,false,false,0
74139,D0074139,74139,O0074139,2025-04-06,2025-04-17,43.55,In Transit,2025-04-03,19,84.74,In Transit,9,W09,Warehouse 09,Spain,10336,7,T07,Carrier 07,Standard,false,false,11
74140,D0074140,74140,O0074140,2025-06-30,2025-06-29,48.71,In Transit,2025-06-20,19,310.65,In Transit,10,W10,Warehouse 10,Germany,24023,6,T06,Carrier 06,Standard,false,false,-1
74141,D0074141,74141,O0074141,2026-01-06,2025-12-28,35.06,Delivered,2025-12-27,9,33.12,Delivered,4,W04,Warehouse 04,France,17137,2,T02,Carrier 02,Premium,false,false,-9
74142,D0074142,74142,O0074142,2025-06-09,2025-06-08,91.62,Delivered,2025-06-05,25,679.25,Delivered,8,W08,Warehouse 08,Italy,18100,4,T04,Carrier 04,Express,false,false,-1
74143,D0074143,74143,O0074143,2025-11-04,2025-11-11,35.68,In Transit,2025-10-27,18,214.02,In Transit,6,W06,Warehouse 06,Italy,23070,2,T02,Carrier 02,Premium,false,false,7
74144,D0074144,74144,O0074144,2025-09-13,2025-09-22,42.99,Delivered,2025-09-08,40,211.6,Delivered,3,W03,Warehouse 03,Brazil,15843,14,T14,Carrier 14,Premium,false,false,9
74145,D0074145,74145,O0074145,2025-11-28,2025-11-26,52.51,Delivered,2025-11-21,34,236.3,Delivered,8,W08,Warehouse 08,Italy,18100,15,T15,Carrier 15,Express,false,false,-2
74146,D0074146,74146,O0074146,2025-05-09,2025-05-11,80.17,Delivered,2025-05-03,47,649.54,Delivered,7,W07,Warehouse 07,Netherlands,10019,14,T14,Carrier 14,Premium,false,false,2
74147,D0074147,74147,O0074147,2025-11-07,2025-11-11,109.16,Delivered,2025-11-01,38,1388.52,Delivered,5,W05,Warehouse 05,Spain,25643,13,T13,Carrier 13,Standard,false,false,4
74148,D0074148,74148,O0074148,2025-11-04,2025-11-09,171.06,Delivered,2025-10-28,27,1389.69,Delivered,8,W08,Warehouse 08,Italy,18100,10,T10,Carrier 10,Express,false,false,5
74149,D0074149,74149,O0074149,2025-11-30,2025-11-24,47.78,In Transit,2025-11-20,26,524.94,In Transit,7,W07,Warehouse 07,Netherlands,10019,6,T06,Carrier 06,Standard,false,false,-6
74150,D0074150,74150,O0074150,2025-12-04,2025-11-28,77.79,Delivered,2025-11-27,25,465.25,Delivered,12,W12,Warehouse 12,Netherlands,25674,7,T07,Carrier 07,Standard,false,false,-6
74151,D0074151,74151,O0074151,2025-05-09,2025-05-19,45.47,Delivered,2025-05-04,36,268.2,Delivered,11,W11,Warehouse 11,Germany,5748,1,T01,Carrier 01,Premium,false,false,10
74152,D0074152,74152,O0074152,2025-11-04,2025-10-30,91.02,Delivered,2025-10-29,15,619.35,Delivered,11,W11,Warehouse 11,Germany,5748,9,T09,Carrier 09,Premium,false,false,-5
74153,D0074153,74153,O0074153,2025-09-06,2025-09-12,38.47,Delivered,2025-09-03,8,226.56,Delivered,4,W04,Warehouse 04,France,17137,14,T14,Carrier 14,Premium,false,false,6
74154,D0074154,74154,O0074154,2025-02-08,2025-02-06,48.73,Delivered,2025-02-02,28,790.16,Delivered,5,W05,Warehouse 05,Spain,25643,5,T05,Carrier 05,Express,false,false,-2
74155,D0074155,74155,O0074155,2025-12-02,2025-11-30,39.76,In Transit,2025-11-28,23,327.98,In Transit,1,W01,Warehouse 01,Germany,20207,1,T01,Carrier 01,Premium,false,false,-2
74156,D0074156,74156,O0074156,2025-09-26,2025-10-06,118.44,Delivered,2025-09-21,42,968.94,Delivered,11,W11,Warehouse 11,Germany,5748,9,T09,Carrier 09,Premium,false,false,10
74157,D0074157,74157,O0074157,2025-09-15,2025-09-21,131.56,Delivered,2025-09-08,38,930.62,Delivered,12,W12,Warehouse 12,Netherlands,25674,12,T12,Carrier 12,Premium,false,false,6
74158,D0074158,74158,O0074158,2025-01-30,2025-02-03,184.01,Cancelled,2025-01-25,42,1296.96,Cancelled,8,W08,Warehouse 08,Italy,18100,2,T02,Carrier 02,Premium,false,false,4
74159,D0074159,74159,O0074159,2026-01-04,2026-01-14,95.91,In Transit,2025-12-30,35,1209.25,In Transit,1,W01,Warehouse 01,Germany,20207,15,T15,Carrier 15,Express,false,false,10
74160,D0074160,74160,O0074160,2025-12-24,2026-01-01,57.94,Cancelled,2025-12-20,47,249.1,Cancelled,6,W06,Warehouse 06,Italy,23070,10,T10,Carrier 10,Express,false,false,8
74161,D0074161,74161,O0074161,2025-11-17,2025-11-24,57.43,Delivered,2025-11-12,33,445.5,Delivered,1,W01,Warehouse 01,Germany,20207,7,T07,Carrier 07,Standard,false,false,7
74162,D0074162,74162,O0074162,2025-05-14,2025-05-10,113.11,In Transit,2025-05-04,28,781.48,In Transit,1,W01,Warehouse 01,Germany,20207,4,T04,Carrier 04,Express,false,false,-4
74163,D0074163,74163,O0074163,2025-01-29,2025-01-28,114.56,Delivered,2025-01-26,20,723.8,Delivered,6,W06,Warehouse 06,Italy,23070,8,T08,Carrier 08,Standard,false,false,-1
74164,D0074164,74164,O0074164,2025-10-02,2025-10-11,28.2,Delivered,2025-09-29,18,263.16,Delivered,10,W10,Warehouse 10,Germany,24023,3,T03,Carrier 03,Standard,false,false,9
74165,D0074165,74165,O0074165,2025-07-08,2025-07-07,56.32,In Transit,2025-07-03,17,446.93,In Transit,9,W09,Warehouse 09,Spain,10336,9,T09,Carrier 09,Premium,false,false,-1
74166,D0074166,74166,O0074166,2025-04-12,2025-04-07,53.25,Delivered,2025-04-03,15,328.8,Delivered,2,W02,Warehouse 02,Spain,27715,5,T05,Carrier 05,Express,false,false,-5
74167,D0074167,74167,O0074167,2025-04-16,2025-04-25,139.48,In Transit,2025-04-11,46,1850.12,In Transit,7,W07,Warehouse 07,Netherlands,10019,2,T02,Carrier 02,Premium,false,false,9
74168,D0074168,74168,O0074168,2025-09-12,2025-09-19,50.76,In Transit,2025-09-04,46,558.44,In Transit,3,W03,Warehouse 03,Brazil,15843,10,T10,Carrier 10,Express,false,false,7
74169,D0074169,74169,O0074169,2025-11-20,2025-11-29,134.95,Delivered,2025-11-16,43,1724.73,Delivered,4,W04,Warehouse 04,France,17137,12,T12,Carrier 12,Premium,false,false,9
74170,D0074170,74170,O0074170,2025-08-07,2025-08-09,30.75,Delivered,2025-07-30,6,21.48,Delivered,12,W12,Warehouse 12,Netherlands,25674,12,T12,Carrier 12,Premium,false,false,2
74171,D0074171,74171,O0074171,2025-12-14,2025-12-13,19.43,Delivered,2025-12-09,2,48.52,Delivered,2,W02,Warehouse 02,Spain,27715,7,T07,Carrier 07,Standard,false,false,-1
74172,D0074172,74172,O0074172,2025-07-29,2025-08-10,63.18,Delivered,2025-07-26,49,707.56,Delivered,4,W04,Warehouse 04,France,17137,4,T04,Carrier 04,Express,false,false,12
74173,D0074173,74173,O0074173,2025-08-01,2025-08-03,121.78,Delivered,2025-07-26,36,1269.36,Delivered,12,W12,Warehouse 12,Netherlands,25674,6,T06,Carrier 06,Standard,false,false,2
74174,D0074174,74174,O0074174,2025-05-19,2025-05-20,28.39,Delivered,2025-05-12,3,34.05,Delivered,3,W03,Warehouse 03,Brazil,15843,10,T10,Carrier 10,Express,false,false,1
74175,D0074175,74175,O0074175,2025-01-29,2025-01-30,85.12,Delivered,2025-01-22,14,585.62,Delivered,5,W05,Warehouse 05,Spain,25643,2,T02,Carrier 02,Premium,false,false,1
74176,D0074176,74176,O0074176,2025-04-11,2025-04-19,44.67,Delivered,2025-04-04,33,293.7,Delivered,9,W09,Warehouse 09,Spain,10336,4,T04,Carrier 04,Express,false,false,8
74177,D0074177,74177,O0074177,2025-05-16,2025-05-22,32.17,Delivered,2025-05-07,31,351.85,Delivered,2,W02,Warehouse 02,Spain,27715,9,T09,Carrier 09,Premium,false,false,6
74178,D0074178,74178,O0074178,2025-08-24,2025-08-18,36.03,Delivered,2025-08-15,1,16.41,Delivered,9,W09,Warehouse 09,Spain,10336,7,T07,Carrier 07,Standard,false,false,-6
74179,D0074179,74179,O0074179,2025-03-20,2025-03-17,41.42,Delivered,2025-03-10,7,291.62,Delivered,8,W08,Warehouse 08,Italy,18100,9,T09,Carrier 09,Premium,false,false,-3
74180,D0074180,74180,O0074180,2025-07-12,2025-07-12,51.4,Delivered,2025-07-05,11,355.08,Delivered,1,W01,Warehouse 01,Germany,20207,8,T08,Carrier 08,Standard,false,false,0
74181,D0074181,74181,O0074181,2025-07-19,2025-07-19,60.76,In Transit,2025-07-13,6,313.98,In Transit,2,W02,Warehouse 02,Spain,27715,13,T13,Carrier 13,Standard,false,false,0
74182,D0074182,74182,O0074182,2025-07-11,2025-07-15,117.7,Delivered,2025-07-06,46,1283.86,Delivered,5,W05,Warehouse 05,Spain,25643,2,T02,Carrier 02,Premium,false,false,4
74183,D0074183,74183,O0074183,2026-01-03,2026-01-09,47.07,Delivered,2025-12-26,4,206.92,Delivered,7,W07,Warehouse 07,Netherlands,10019,7,T07,Carrier 07,Standard,false,false,6
74184,D0074184,74184,O0074184,2025-03-18,2025-03-25,67.1,Delivered,2025-03-10,18,544.86,Delivered,9,W09,Warehouse 09,Spain,10336,3,T03,Carrier 03,Standard,false,false,7
74185,D0074185,74185,O0074185,2025-05-11,2025-05-18,32.35,In Transit,2025-05-06,3,34.05,In Transit,9,W09,Warehouse 09,Spain,10336,14,T14,Carrier 14,Premium,false,false,7
74186,D0074186,74186,O0074186,2025-05-18,2025-05-27,69.15,In Transit,2025-05-15,38,1010.04,In Transit,2,W02,Warehouse 02,Spain,27715,7,T07,Carrier 07,Standard,false,false,9
74187,D0074187,74187,O0074187,2025-09-29,2025-10-01,29.62,Delivered,2025-09-25,35,447.65,Delivered,9,W09,Warehouse 09,Spain,10336,11,T11,Carrier 11,Standard,false,false,2
74188,D0074188,74188,O0074188,2025-09-06,2025-09-13,65.89,In Transit,2025-08-30,12,476.16,In Transit,10,W10,Warehouse 10,Germany,24023,3,T03,Carrier 03,Standard,false,false,7
74189,D0074189,74189,O0074189,2025-11-07,2025-11-05,121.15,In Transit,2025-10-31,43,1259.04,In Transit,10,W10,Warehouse 10,Germany,24023,7,T07,Carrier 07,Standard,false,false,-2
74190,D0074190,74190,O0074190,2025-07-21,2025-07-26,64.56,Delivered,2025-07-13,21,573.72,Delivered,6,W06,Warehouse 06,Italy,23070,4,T04,Carrier 04,Express,false,false,5
74191,D0074191,74191,O0074191,2025-11-05,2025-11-13,191.92,Delivered,2025-10-31,42,1653.96,Delivered,1,W01,Warehouse 01,Germany,20207,5,T05,Carrier 05,Express,false,false,8
74192,D0074192,74192,O0074192,2025-01-20,2025-01-23,57.57,Delivered,2025-01-11,16,468.48,Delivered,9,W09,Warehouse 09,Spain,10336,10,T10,Carrier 10,Express,false,false,3
74193,D0074193,74193,O0074193,2025-02-27,2025-03-09,33.99,Delivered,2025-02-24,3,69.09,Delivered,6,W06,Warehouse 06,Italy,23070,6,T06,Carrier 06,Standard,false,false,10
74194,D0074194,74194,O0074194,2025-08-20,2025-08-26,129.66,Delivered,2025-08-11,12,1417.68,Delivered,10,W10,Warehouse 10,Germany,24023,4,T04,Carrier 04,Express,false,false,6
74195,D0074195,74195,O0074195,2025-03-31,2025-04-08,94.48,In Transit,2025-03-28,43,1277.96,In Transit,9,W09,Warehouse 09,Spain,10336,10,T10,Carrier 10,Express,false,false,8
74196,D0074196,74196,O0074196,2025-04-21,2025-04-21,119.99,Delivered,2025-04-18,48,2603.04,Delivered,1,W01,Warehouse 01,Germany,20207,11,T11,Carrier 11,Standard,false,false,0
74197,D0074197,74197,O0074197,2025-03-29,2025-04-03,46.79,Delivered,2025-03-23,7,254.31,Delivered,4,W04,Warehouse 04,France,17137,2,T02,Carrier 02,Premium,false,false,5
74198,D0074198,74198,O0074198,2025-02-25,2025-02-24,46.34,Delivered,2025-02-20,26,390.26,Delivered,9,W09,Warehouse 09,Spain,10336,7,T07,Carrier 07,Standard,false,false,-1
74199,D0074199,74199,O0074199,2025-04-27,2025-04-28,270.67,Delivered,2025-04-19,50,2651.0,Delivered,4,W04,Warehouse 04,France,17137,4,T04,Carrier 04,Express,false,false,1
74200,D0074200,74200,O0074200,2025-12-05,2025-12-15,151.79,Delivered,2025-12-01,40,2120.8,Delivered,10,W10,Warehouse 10,Germany,24023,10,T10,Carrier 10,Express,false,false,10
74201,D0074201,74201,O0074201,2025-01-27,2025-02-01,102.55,Delivered,2025-01-18,14,831.74,Delivered,2,W02,Warehouse 02,Spain,27715,9,T09,Carrier 09,Premium,false,false,5
74202,D0074202,74202,O0074202,2026-01-03,2026-01-06,64.14,Delivered,2025-12-29,48,473.28,Delivered,3,W03,Warehouse 03,Brazil,15843,5,T05,Carrier 05,Express,false,false,3
74203,D0074203,74203,O0074203,2025-07-26,2025-07-30,34.27,Delivered,2025-07-16,1,37.13,Delivered,1,W01,Warehouse 01,Germany,20207,7,T07,Carrier 07,Standard,false,false,4
74204,D0074204,74204,O0074204,2025-10-19,2025-10-15,82.89,Delivered,2025-10-09,46,649.98,Delivered,3,W03,Warehouse 03,Brazil,15843,6,T06,Carrier 06,Standard,false,false,-4
74205,D0074205,74205,O0074205,2025-10-01,2025-10-07,39.53,Cancelled,2025-09-28,31,346.27,Cancelled,9,W09,Warehouse 09,Spain,10336,6,T06,Carrier 06,Standard,false,false,6
74206,D0074206,74206,O0074206,2025-01-30,2025-01-28,48.2,Delivered,2025-01-23,24,585.84,Delivered,5,W05,Warehouse 05,Spain,25643,11,T11,Carrier 11,Standard,false,false,-2
74207,D0074207,74207,O0074207,2025-04-15,2025-04-20,124.51,Delivered,2025-04-06,19,878.94,Delivered,4,W04,Warehouse 04,France,17137,13,T13,Carrier 13,Standard,false,false,5
74208,D0074208,74208,O0074208,2025-11-22,2025-11-16,196.41,Delivered,2025-11-14,33,1645.05,Delivered,6,W06,Warehouse 06,Italy,23070,6,T06,Carrier 06,Standard,false,false,-6
74209,D0074209,74209,O0074209,2025-08-25,2025-08-31,56.27,Delivered,2025-08-22,44,463.32,Delivered,10,W10,Warehouse 10,Germany,24023,10,T10,Carrier 10,Express,false,false,6
74210,D0074210,74210,O0074210,2025-05-19,2025-05-18,29.15,Delivered,2025-05-16,14,172.06,Delivered,12,W12,Warehouse 12,Netherlands,25674,5,T05,Carrier 05,Express,false,false,-1
74211,D0074211,74211,O0074211,2025-07-29,2025-07-25,38.12,Delivered,2025-07-19,7,150.78,Delivered,3,W03,Warehouse 03,Brazil,15843,3,T03,Carrier 03,Standard,false,false,-4
74212,D0074212,74212,O0074212,2025-06-16,2025-06-22,47.2,Delivered,2025-06-07,9,179.19,Delivered,11,W11,Warehouse 11,Germany,5748,8,T08,Carrier 08,Standard,false,false,6
74213,D0074213,74213,O0074213,2025-02-15,2025-02-13,118.73,In Transit,2025-02-06,50,1746.5,In Transit,11,W11,Warehouse 11,Germany,5748,3,T03,Carrier 03,Standard,false,false,-2
74214,D0074214,74214,O0074214,2025-12-13,2025-12-15,42.22,In Transit,2025-12-08,3,112.08,In Transit,9,W09,Warehouse 09,Spain,10336,2,T02,Carrier 02,Premium,false,false,2
74215,D0074215,74215,O0074215,2025-04-08,2025-04-02,55.73,Delivered,2025-03-29,21,979.65,Delivered,11,W11,Warehouse 11,Germany,5748,5,T05,Carrier 05,Express,false,false,-6
74216,D0074216,74216,O0074216,2025-11-18,2025-11-20,138.07,Cancelled,2025-11-12,50,2205.5,Cancelled,7,W07,Warehouse 07,Netherlands,10019,15,T15,Carrier 15,Express,false,false,2
74217,D0074217,74217,O0074217,2025-04-07,2025-04-13,63.47,Delivered,2025-03-30,35,642.95,Delivered,11,W11,Warehouse 11,Germany,5748,8,T08,Carrier 08,Standard,false,false,6
74218,D0074218,74218,O0074218,2025-08-12,2025-08-22,67.68,Delivered,2025-08-09,22,429.44,Delivered,7,W07,Warehouse 07,Netherlands,10019,12,T12,Carrier 12,Premium,false,false,10
74219,D0074219,74219,O0074219,2025-07-07,2025-07-12,35.88,Delivered,2025-06-28,19,207.1,Delivered,10,W10,Warehouse 10,Germany,24023,13,T13,Carrier 13,Standard,false,false,5
74220,D0074220,74220,O0074220,2025-11-27,2025-11-20,54.56,Delivered,2025-11-19,37,555.37,Delivered,4,W04,Warehouse 04,France,17137,10,T10,Carrier 10,Express,false,false,-7
74221,D0074221,74221,O0074221,2025-08-28,2025-08-27,33.51,Delivered,2025-08-18,7,106.12,Delivered,1,W01,Warehouse 01,Germany,20207,4,T04,Carrier 04,Express,false,false,-1
74222,D0074222,74222,O0074222,2025-08-14,2025-08-14,157.59,In Transit,2025-08-06,47,1806.21,In Transit,5,W05,Warehouse 05,Spain,25643,10,T10,Carrier 10,Express,false,false,0
74223,D0074223,74223,O0074223,2025-04-24,2025-04-29,208.45,Delivered,2025-04-21,47,3265.56,Delivered,4,W04,Warehouse 04,France,17137,9,T09,Carrier 09,Premium,false,false,5
74224,D0074224,74224,O0074224,2025-11-20,2025-11-18,51.37,Delivered,2025-11-12,8,396.08,Delivered,3,W03,Warehouse 03,Brazil,15843,11,T11,Carrier 11,Standard,false,false,-2
74225,D0074225,74225,O0074225,2025-02-26,2025-03-01,24.82,Delivered,2025-02-16,4,87.24,Delivered,7,W07,Warehouse 07,Netherlands,10019,3,T03,Carrier 03,Standard,false,false,3
74226,D0074226,74226,O0074226,2025-07-13,2025-07-05,60.28,Delivered,2025-07-04,18,367.92,Delivered,11,W11,Warehouse 11,Germany,5748,1,T01,Carrier 01,Premium,false,false,-8
74227,D0074227,74227,O0074227,2025-04-12,2025-04-17,98.9,Delivered,2025-04-09,48,1781.76,Delivered,8,W08,Warehouse 08,Italy,18100,1,T01,Carrier 01,Premium,false,false,5
74228,D0074228,74228,O0074228,2025-06-23,2025-06-26,34.19,Delivered,2025-06-17,7,168.98,Delivered,3,W03,Warehouse 03,Brazil,15843,4,T04,Carrier 04,Express,false,false,3
