delivery_id,order_id,promised_delivery_date,actual_delivery_date,transport_cost,delivery_status
D0073343,O0073343,2025-09-06,2025-09-06,156.82,Delivered
D0073344,O0073344,2025-01-31,2025-02-06,24.95,Delivered
D0073345,O0073345,2025-11-01,2025-10-24,33.54,Delivered
D0073346,O0073346,2025-10-12,2025-10-12,45.66,Delivered
D0073347,O0073347,2025-12-25,2025-12-22,31.77,Delivered
D0073348,O0073348,2025-06-09,2025-06-21,36.94,Delivered
D0073349,O0073349,2025-01-08,2025-01-07,116.91,In Transit
D0073350,O0073350,2025-05-23,2025-05-30,137.24,Delivered
D0073351,O0073351,2025-05-31,2025-06-07,33.94,In Transit
D0073352,O0073352,2025-08-17,2025-08-17,52.64,Delivered
D0073353,O0073353,2025-03-12,2025-03-20,70.15,Delivered
D0073354,O0073354,2025-02-03,2025-02-06,55.02,Delivered
D0073355,O0073355,2025-03-04,2025-03-09,42.57,Delivered
D0073356,O0073356,2025-09-16,2025-09-21,61.02,Delivered
D0073357,O0073357,2025-02-28,2025-02-24,140.72,Delivered
D0073358,O0073358,2025-08-26,2025-08-21,132.47,In Transit
D0073359,O0073359,2025-09-20,2025-09-25,36.67,Delivered
D0073360,O0073360,2025-08-05,2025-08-05,35.88,Delivered
D0073361,O0073361,2025-01-28,2025-01-22,138.02,In Transit
D0073362,O0073362,2025-02-21,2025-02-21,73.02,Delivered
D0073363,O0073363,2025-11-09,2025-11-15,28.72,Delivered
D0073364,O0073364,2025-08-20,2025-08-18,62.5,Delivered
D0073365,O0073365,2025-10-12,2025-10-11,43.58,Delivered
D0073366,O0073366,2025-12-13,2025-12-11,23.97,Delivered
D0073367,O0073367,2025-06-04,2025-06-10,72.78,In Transit
D0073368,O0073368,2025-11-28,2025-12-08,110.57,Delivered
D0073369,O0073369,2025-06-14,2025-06-09,139.29,Delivered
D0073370,O0073370,2025-12-02,2025-12-11,28.51,Delivered
D0073371,O0073371,2025-09-11,2025-09-19,128.61,Cancelled
D0073372,O0073372,2025-03-29,2025-03-30,30.27,Delivered
D0073373,O0073373,2025-01-13,2025-01-18,74.08,Delivered
D0073374,O0073374,2025-12-11,2025-12-10,31.66,Delivered
D0073375,O0073375,2025-05-28,2025-06-04,34.48,In Transit
D0073376,O0073376,2025-11-21,2025-11-20,144.2,Delivered
D0073377,O0073377,2025-03-10,2025-03-16,49.57,Delivered
D0073378,O0073378,2025-06-23,2025-06-22,85.96,Delivered
D0073379,O0073379,2025-03-13,2025-03-19,90.71,Delivered
D0073380,O0073380,2025-02-21,2025-02-25,27.14,Delivered
D0073381,O0073381,2025-07-23,2025-07-26,34.96,Delivered
D0073382,O0073382,2025-06-15,2025-06-19,84.88,Delivered
D0073383,O0073383,2025-04-08,2025-04-10,168.4,Delivered
D0073384,O0073384,2025-05-08,2025-05-10,32.75,Delivered
D0073385,O0073385,2025-05-24,2025-05-18,48.32,Delivered
D0073386,O0073386,2025-03-27,2025-04-01,41.67,Delivered
D0073387,O0073387,2025-09-27,2025-09-22,68.04,In Transit
D0073388,O0073388,2025-04-22,2025-05-03,457.59,Delivered
D0073389,O0073389,2025-08-25,2025-08-26,40.93,Delivered
D0073390,O0073390,2025-10-03,2025-09-29,84.96,Delivered
D0073391,O0073391,2025-05-06,2025-05-06,54.02,Delivered
D0073392,O0073392,2025-01-30,2025-02-05,32.1,Delivered
D0073393,O0073393,2025-01-23,2025-01-23,260.04,Delivered
D0073394,O0073394,2025-08-08,2025-08-16,59.82,Delivered
D0073395,O0073395,2025-01-13,2025-01-22,148.75,Delivered
D0073396,O0073396,2025-02-23,2025-02-23,80.05,Delivered
D0073397,O0073397,2025-07-07,2025-07-05,77.99,Delivered
D0073398,O0073398,2025-04-24,2025-04-28,118.27,Delivered
D0073399,O0073399,2025-06-07,2025-06-11,176.18,In Transit
D0073400,O0073400,2025-09-19,2025-09-19,164.29,Delivered
D0073401,O0073401,2025-10-28,2025-10-20,108.37,In Transit
D0073402,O0073402,2025-05-24,2025-05-27,112.05,Delivered
D0073403,O0073403,2025-02-06,2025-02-01,107.67,Delivered
D0073404,O0073404,2025-03-21,2025-03-18,92.51,In Transit
D0073405,O0073405,2025-11-17,2025-11-19,198.15,In Transit
D0073406,O0073406,2025-01-13,2025-01-10,93.33,Delivered
D0073407,O0073407,2025-03-27,2025-04-01,49.05,Delivered
D0073408,O0073408,2025-12-24,2025-12-25,69.42,Delivered
D0073409,O0073409,2025-05-18,2025-05-14,45.59,Delivered
D0073410,O0073410,2025-01-22,2025-01-24,63.26,Delivered
D0073411,O0073411,2025-11-13,2025-11-18,102.39,Delivered
D0073412,O0073412,2025-10-04,2025-10-03,73.62,Delivered
D0073413,O0073413,2025-11-09,2025-11-16,74.96,Delivered
D0073414,O0073414,2025-09-13,2025-09-15,201.35,Delivered
D0073415,O0073415,2025-07-15,2025-07-09,43.03,Cancelled
D0073416,O0073416,2025-09-26,2025-09-24,48.11,Delivered
D0073417,O0073417,2025-02-06,2025-02-03,56.52,Delivered
D0073418,O0073418,2025-02-14,2025-02-13,70.68,Delivered
D0073419,O0073419,2025-08-10,2025-08-07,70.74,Delivered
D0073420,O0073420,2025-06-25,2025-06-27,82.03,Delivered
D0073421,O0073421,2025-10-12,2025-10-15,85.26,Delivered
D0073422,O0073422,2025-12-15,2025-12-15,76.6,Delivered
D0073423,O0073423,2025-04-09,2025-04-09,33.24,Delivered
D0073424,O0073424,2025-05-08,2025-05-15,88.73,Cancelled
D0073425,O0073425,2025-03-12,2025-03-17,46.45,Delivered
D0073426,O0073426,2025-10-28,2025-10-22,95.91,Delivered
D0073427,O0073427,2025-07-05,2025-07-03,120.15,Delivered
D0073428,O0073428,2025-05-10,2025-05-11,42.8,Delivered
D0073429,O0073429,2025-10-07,2025-10-12,113.84,Cancelled
D0073430,O0073430,2025-06-26,2025-07-01,64.8,Delivered
D0073431,O0073431,2025-07-09,2025-07-11,86.43,Delivered
D0073432,O0073432,2025-11-05,2025-11-10,121.71,Delivered
D0073433,O0073433,2025-04-07,2025-03-31,135.88,Delivered
D0073434,O0073434,2025-09-01,2025-09-02,34.58,Delivered
D0073435,O0073435,2025-11-22,2025-11-24,22.83,Delivered
D0073436,O0073436,2025-11-23,2025-11-29,87.63,Delivered
D0073437,O0073437,2025-11-20,2025-11-26,172.11,Delivered
D0073438,O0073438,2025-03-24,2025-03-22,219.87,Delivered
D0073439,O0073439,2025-09-01,2025-08-31,103.04,Delivered
D0073440,O0073440,2025-08-01,2025-08-11,56.32,Delivered
D0073441,O0073441,2025-02-07,2025-01-29,148.83,In Transit
D0073442,O0073442,2025-07-23,2025-07-28,135.1,Delivered
D0073443,O0073443,2025-04-04,2025-03-29,101.71,Delivered
D0073444,O0073444,2025-07-12,2025-07-15,33.17,Delivered
D0073445,O0073445,2025-08-18,2025-08-21,25.64,Delivered
D0073446,O0073446,2025-09-20,2025-09-22,37.52,Delivered
D0073447,O0073447,2025-10-21,2025-10-21,28.86,Delivered
D0073448,O0073448,2025-08-11,2025-08-08,30.6,Cancelled
D0073449,O0073449,2025-06-30,2025-07-02,80.24,Delivered
D0073450,O0073450,2025-12-25,2026-01-06,88.8,In Transit
D0073451,O0073451,2025-05-01,2025-05-04,26.53,Delivered
D0073452,O0073452,2025-04-29,2025-04-23,60.23,Delivered
D0073453,O0073453,2025-11-25,2025-12-04,33.7,Delivered
D0073454,O0073454,2025-12-29,2025-12-26,41.46,Delivered
D0073455,O0073455,2025-05-26,2025-05-26,100.75,Delivered
D0073456,O0073456,2025-11-14,2025-11-25,70.25,In Transit
D0073457,O0073457,2025-12-11,2025-12-14,45.29,Delivered
D0073458,O0073458,2025-11-10,2025-11-12,29.05,Delivered
D0073459,O0073459,2025-07-20,2025-07-16,332.88,Delivered
D0073460,O0073460,2025-10-12,2025-10-17,34.55,Delivered
D0073461,O0073461,2025-08-16,2025-08-28,30.31,Cancelled
D0073462,O0073462,2025-01-16,2025-01-16,30.4,Delivered
D0073463,O0073463,2025-02-23,2025-03-02,103.34,Delivered
D0073464,O0073464,2025-12-13,2025-12-14,1957.41,Delivered
D0073465,O0073465,2025-04-16,2025-04-15,118.34,Delivered
D0073466,O0073466,2025-03-13,2025-03-07,57.19,Delivered
D0073467,O0073467,2025-12-31,2025-12-31,134.52,In Transit
D0073468,O0073468,2025-05-11,2025-05-17,69.96,In Transit
D0073469,O0073469,2025-09-24,2025-09-22,60.94,Delivered
D0073470,O0073470,2025-10-19,2025-10-22,32.8,Delivered
D0073471,O0073471,2025-07-03,2025-07-04,28.72,Delivered
D0073472,O0073472,2025-08-29,2025-08-25,80.43,Delivered
D0073473,O0073473,2025-07-19,2025-07-11,25.26,Delivered
D0073474,O0073474,2025-06-24,2025-06-16,45.85,Delivered
D0073475,O0073475,2025-02-08,2025-02-13,86.1,Delivered
D0073476,O0073476,2025-02-16,2025-02-12,32.21,In Transit
D0073477,O0073477,2025-10-20,2025-10-25,40.68,Delivered
D0073478,O0073478,2025-11-10,2025-11-09,56.94,Delivered
D0073479,O0073479,2025-02-05,2025-02-02,210.52,In Transit
D0073480,O0073480,2025-05-03,2025-05-02,177.19,Delivered
D0073481,O0073481,2025-05-29,2025-06-02,45.47,Delivered
D0073482,O0073482,2025-01-20,2025-01-27,55.28,Delivered
D0073483,O0073483,2025-06-04,2025-06-01,87.22,Delivered
D0073484,O0073484,2025-12-20,2025-12-29,29.1,Delivered
D0073485,O0073485,2025-08-15,2025-08-17,33.75,Delivered
D0073486,O0073486,2025-12-02,2025-12-08,33.52,In Transit
D0073487,O0073487,2025-06-06,2025-06-05,41.66,Delivered
D0073488,O0073488,2025-10-13,2025-10-05,32.08,Delivered
D0073489,O0073489,2025-12-22,2026-01-01,31.41,Delivered
D0073490,O0073490,2025-07-24,2025-07-27,87.04,In Transit
D0073491,O0073491,2025-10-23,2025-10-29,112.25,Delivered
D0073492,O0073492,2025-03-22,2025-03-16,109.52,Delivered
D0073493,O0073493,2025-12-24,2025-12-21,104.41,Delivered
D0073494,O0073494,2026-01-06,2025-12-31,121.05,Delivered
D0073495,O0073495,2025-07-17,2025-07-20,50.59,In Transit
D0073496,O0073496,2025-02-14,2025-02-12,179.33,In Transit
D0073497,O0073497,2025-04-24,2025-04-23,30.21,Delivered
D0073498,O0073498,2025-04-27,2025-04-26,93.56,Delivered
D0073499,O0073499,2026-01-04,2026-01-01,62.3,Delivered
D0073500,O0073500,2025-01-30,2025-02-04,54.13,Delivered
D0073501,O0073501,2025-02-08,2025-02-05,40.1,Delivered
D0073502,O0073502,2025-11-08,2025-11-02,44.06,Cancelled
D0073503,O0073503,2025-12-11,2025-12-17,123.69,Delivered
D0073504,O0073504,2025-04-08,2025-04-19,41.99,Delivered
D0073505,O0073505,2025-02-13,2025-02-10,,Delivered
D0073506,O0073506,2025-12-20,2025-12-15,75.17,Delivered
D0073507,O0073507,2025-10-30,2025-10-28,41.89,Delivered
D0073508,O0073508,2025-09-28,2025-09-30,38.65,Delivered
D0073509,O0073509,2025-10-18,2025-10-25,38.06,In Transit
D0073510,O0073510,2025-12-20,2025-12-21,54.32,Delivered
D0073511,O0073511,2025-09-02,2025-09-07,63.39,Delivered
D0073512,O0073512,2025-02-14,2025-02-14,101.6,Delivered
D0073513,O0073513,2025-10-17,2025-10-27,89.24,Delivered
D0073514,O0073514,2025-02-07,2025-02-06,37.6,Delivered
D0073515,O0073515,2025-02-09,2025-02-10,30.4,Delivered
D0073516,O0073516,2025-06-30,2025-06-30,88.41,Delivered
D0073517,O0073517,2025-05-23,2025-05-31,30.82,Delivered
D0073518,O0073518,2025-08-03,2025-08-08,45.88,In Transit
D0073519,O0073519,2025-05-12,2025-05-18,55.43,Delivered
D0073520,O0073520,2025-11-12,2025-11-13,74.23,Delivered
D0073521,O0073521,2026-01-04,2026-01-06,63.29,Delivered
D0073522,O0073522,2025-12-27,2025-12-22,,Delivered
D0073523,O0073523,2025-07-02,2025-07-01,24.9,In Transit
D0073524,O0073524,2025-07-22,2025-07-18,85.34,Delivered
D0073525,O0073525,2025-01-24,2025-01-21,88.53,Delivered
D0073526,O0073526,2025-11-21,2025-11-19,81.83,Delivered
D0073527,O0073527,2025-04-15,2025-04-13,39.25,In Transit
D0073528,O0073528,2025-04-04,2025-04-09,117.76,Delivered
D0073529,O0073529,2025-11-11,2025-11-08,179.16,Delivered
D0073530,O0073530,2026-01-02,2026-01-06,71.86,In Transit
D0073531,O0073531,2025-11-28,2025-11-29,26.91,Delivered
D0073532,O0073532,2025-01-19,2025-01-11,49.52,In Transit
D0073533,O0073533,2025-12-08,2025-12-06,29.22,In Transit
D0073534,O0073534,2025-06-11,2025-06-18,32.21,Delivered
D0073535,O0073535,2025-02-26,2025-02-27,65.24,Delivered
D0073536,O0073536,2025-02-27,2025-03-09,68.49,Delivered
D0073537,O0073537,2025-09-18,2025-09-20,97.84,In Transit
D0073538,O0073538,2025-10-27,2025-10-30,104.89,Cancelled
D0073539,O0073539,2025-06-06,2025-06-11,59.27,In Transit
D0073540,O0073540,2025-08-13,2025-08-20,68.87,Delivered
D0073541,O0073541,2025-10-04,2025-10-03,205.07,Delivered
D0073542,O0073542,2025-06-11,2025-06-10,41.85,Delivered
D0073543,O0073543,2025-10-31,2025-10-31,85.69,Delivered
D0073544,O0073544,2025-04-20,2025-04-24,94.45,Delivered
D0073545,O0073545,2025-04-12,2025-04-11,25.51,Delivered
D0073546,O0073546,2025-07-03,2025-07-08,111.78,Delivered
D0073547,O0073547,2025-07-05,2025-07-07,39.89,Delivered
D0073548,O0073548,2025-05-02,2025-05-10,113.92,Delivered
D0073549,O0073549,2025-05-10,2025-05-02,61.98,In Transit
D0073550,O0073550,2025-05-01,2025-05-01,142.76,Delivered
D0073551,O0073551,2025-06-23,2025-06-25,81.88,Delivered
D0073552,O0073552,2025-09-17,2025-09-12,177.0,In Transit
D0073553,O0073553,2025-04-20,2025-04-25,39.18,Delivered
D0073554,O0073554,2025-09-16,2025-09-12,39.65,Delivered
D0073555,O0073555,2025-05-10,2025-05-06,49.14,Delivered
D0073556,O0073556,2025-03-14,2025-03-18,233.35,Delivered
D0073557,O0073557,2025-04-18,2025-04-18,130.05,In Transit
D0073558,O0073558,2025-11-01,2025-11-03,100.69,Delivered
D0073559,O0073559,2025-04-22,2025-04-26,34.8,In Transit
D0073560,O0073560,2025-08-29,2025-08-29,69.14,Cancelled
D0073561,O0073561,2025-08-06,2025-08-05,39.91,In Transit
D0073562,O0073562,2025-09-16,2025-09-23,47.19,Delivered
D0073563,O0073563,2025-08-15,2025-08-15,77.43,Delivered
D0073564,O0073564,2026-01-03,2026-01-14,184.04,In Transit
D0073565,O0073565,2025-12-08,2025-12-16,18.94,Delivered
D0073566,O0073566,2025-05-02,2025-05-11,236.25,Delivered
D0073567,O0073567,2025-06-01,2025-06-01,45.62,In Transit
D0073568,O0073568,2025-05-23,2025-05-20,72.88,Delivered
D0073569,O0073569,2025-09-04,2025-08-31,81.41,Delivered
D0073570,O0073570,2025-07-04,2025-07-05,155.97,Delivered
D0073571,O0073571,2025-12-27,2025-12-26,69.08,Cancelled
D0073572,O0073572,2025-09-26,2025-10-03,75.85,Delivered
D0073573,O0073573,2025-06-24,2025-07-01,38.5,Delivered
D0073574,O0073574,2025-05-01,2025-04-30,36.77,Delivered
D0073575,O0073575,2025-10-16,2025-10-16,75.5,Delivered
D0073576,O0073576,2025-11-08,2025-11-07,292.41,Delivered
D0073577,O0073577,2025-12-23,2025-12-28,34.71,Cancelled
D0073578,O0073578,2025-07-24,2025-07-28,134.0,Delivered
D0073579,O0073579,2025-10-24,2025-10-19,38.05,Delivered
D0073580,O0073580,2025-11-23,2025-12-03,87.36,Delivered
D0073581,O0073581,2025-02-06,2025-02-06,106.7,Delivered
D0073582,O0073582,2025-03-05,2025-03-01,68.57,Delivered
D0073583,O0073583,2025-03-15,2025-03-26,75.38,Delivered
D0073584,O0073584,2025-04-03,2025-03-26,53.25,Delivered
D0073585,O0073585,2025-04-22,2025-04-28,80.19,Delivered
D0073586,O0073586,2025-01-08,2025-01-15,98.74,Delivered
D0073587,O0073587,2025-09-18,2025-09-14,70.44,Delivered
D0073588,O0073588,2025-08-19,2025-08-16,31.04,Delivered
D0073589,O0073589,2025-09-13,2025-09-18,62.46,Delivered
D0073590,O0073590,2025-10-19,2025-10-16,124.68,Delivered
D0073591,O0073591,2025-02-25,2025-02-23,58.26,Delivered
D0073592,O0073592,2025-05-04,2025-05-05,138.27,Delivered
D0073593,O0073593,2025-06-21,2025-06-28,104.12,Delivered
D0073594,O0073594,2025-04-11,2025-04-17,39.1,Delivered
D0073595,O0073595,2025-06-12,2025-06-05,57.03,In Transit
D0073596,O0073596,2025-06-28,2025-06-24,55.17,Delivered
D0073597,O0073597,2025-09-13,2025-09-12,92.54,Delivered
D0073598,O0073598,2025-03-27,2025-03-28,276.09,Delivered
D0073599,O0073599,2025-04-10,2025-04-18,289.67,Delivered
D0073600,O0073600,2025-04-22,2025-04-18,30.6,In Transit
D0073601,O0073601,2025-03-31,2025-04-09,40.41,Delivered
D0073602,O0073602,2025-11-06,2025-11-09,27.91,Delivered
D0073603,O0073603,2025-08-12,2025-08-10,59.26,Delivered
D0073604,O0073604,2025-10-25,2025-10-23,33.48,Delivered
D0073605,O0073605,2025-02-03,2025-02-01,77.16,Delivered
D0073606,O0073606,2025-09-22,2025-09-27,105.65,Delivered
D0073607,O0073607,2025-09-07,2025-09-03,36.99,Delivered
D0073608,O0073608,2025-10-21,2025-10-18,36.46,Delivered
D0073609,O0073609,2025-06-16,2025-06-12,26.18,Delivered
D0073610,O0073610,2025-10-08,2025-10-12,242.32,In Transit
D0073611,O0073611,2025-07-21,2025-07-18,44.42,Delivered
D0073612,O0073612,2025-10-27,2025-10-26,79.13,Delivered
D0073613,O0073613,2025-10-25,2025-11-03,87.42,In Transit
D0073614,O0073614,2025-11-11,2025-11-18,75.6,Delivered
D0073615,O0073615,2025-03-11,2025-03-20,24.86,Cancelled
D0073616,O0073616,2025-09-29,2025-09-28,135.85,Delivered
D0073617,O0073617,2025-03-22,2025-03-24,41.32,Delivered
D0073618,O0073618,2025-06-26,2025-06-28,34.71,Cancelled
D0073619,O0073619,2025-11-30,2025-11-26,33.91,Delivered
D0073620,O0073620,2025-02-26,2025-03-03,178.8,In Transit
D0073621,O0073621,2025-10-08,2025-10-07,47.2,Delivered
D0073622,O0073622,2025-05-02,2025-05-07,52.92,Delivered
D0073623,O0073623,2025-04-15,2025-04-12,44.55,Delivered
D0073624,O0073624,2025-01-24,2025-01-27,187.54,Delivered
D0073625,O0073625,2025-09-24,2025-09-22,33.09,Cancelled
D0073626,O0073626,2025-11-05,2025-11-11,126.59,Delivered
D0073627,O0073627,2025-06-19,2025-06-18,37.66,In Transit
D0073628,O0073628,2025-03-18,2025-03-15,177.95,Cancelled
D0073629,O0073629,2025-08-19,2025-08-25,70.39,In Transit
D0073630,O0073630,2026-01-01,2025-12-28,97.42,In Transit
D0073631,O0073631,2025-10-22,2025-10-24,52.9,Delivered
D0073632,O0073632,2025-10-08,2025-10-14,85.68,In Transit
D0073633,O0073633,2025-01-20,2025-02-01,61.94,Delivered
D0073634,O0073634,2025-12-01,2025-11-30,232.07,Delivered
D0073635,O0073635,2025-08-17,2025-08-21,34.08,In Transit
D0073636,O0073636,2025-08-30,2025-09-09,104.37,Delivered
D0073637,O0073637,2025-05-12,2025-05-05,42.68,Delivered
D0073638,O0073638,2025-11-22,2025-11-27,83.87,Delivered
D0073639,O0073639,2025-07-18,2025-07-09,56.76,Delivered
D0073640,O0073640,2025-04-08,2025-04-08,51.72,Delivered
D0073641,O0073641,2025-05-22,2025-05-27,73.29,Delivered
D0073642,O0073642,2025-04-01,2025-03-23,159.51,Delivered
D0073643,O0073643,2025-12-17,2025-12-18,52.33,In Transit
D0073644,O0073644,2025-10-27,2025-10-24,156.62,Delivered
D0073645,O0073645,2025-08-11,2025-08-15,95.09,Delivered
D0073646,O0073646,2025-10-16,2025-10-11,62.98,Delivered
D0073647,O0073647,2025-11-10,2025-11-14,85.34,Delivered
D0073648,O0073648,2025-05-17,2025-05-13,67.21,Delivered
D0073649,O0073649,2025-04-09,2025-04-10,139.07,Delivered
D0073650,O0073650,2025-12-09,2025-12-07,71.18,Delivered
D0073651,O0073651,2025-05-18,2025-05-18,33.88,Delivered
D0073652,O0073652,2025-01-25,2025-01-17,110.25,In Transit
D0073653,O0073653,2025-10-25,2025-10-30,28.72,Delivered
D0073654,O0073654,2025-04-02,2025-04-01,28.25,Delivered
D0073655,O0073655,2025-03-30,2025-03-28,101.18,Delivered
D0073656,O0073656,2025-09-21,2025-09-21,21.16,Cancelled
D0073657,O0073657,2026-01-06,2026-01-11,41.53,Delivered
D0073658,O0073658,2025-02-08,2025-02-06,58.35,Delivered
D0073659,O0073659,2025-09-06,2025-09-06,56.08,In Transit
D0073660,O0073660,2025-05-07,2025-05-04,27.74,Delivered
D0073661,O0073661,2025-12-04,2025-11-30,42.0,Delivered
D0073662,O0073662,2025-11-30,2025-12-01,48.55,Cancelled
D0073663,O0073663,2025-02-14,2025-02-19,24.26,Delivered
D0073664,O0073664,2025-01-22,2025-01-27,40.35,Delivered
D0073665,O0073665,2025-06-07,2025-06-16,94.78,In Transit
D0073666,O0073666,2025-01-31,2025-02-05,62.46,Delivered
D0073667,O0073667,2025-05-09,2025-05-05,32.12,Delivered
D0073668,O0073668,2025-03-14,2025-03-16,33.49,Delivered
D0073669,O0073669,2025-12-30,2025-12-25,231.96,Delivered
D0073670,O0073670,2025-09-24,2025-10-01,75.43,In Transit
D0073671,O0073671,2025-03-03,2025-03-01,63.57,Delivered
D0073672,O0073672,2025-08-22,2025-08-16,37.78,Delivered
D0073673,O0073673,2025-10-07,2025-10-13,93.22,Delivered
D0073674,O0073674,2025-10-30,2025-11-02,66.07,Delivered
D0073675,O0073675,2025-08-24,2025-08-28,32.44,Delivered
D0073676,O0073676,2025-08-06,2025-08-13,43.33,Delivered
D0073677,O0073677,2025-11-17,2025-11-08,92.05,In Transit
D0073678,O0073678,2025-04-10,2025-04-11,32.98,Delivered
D0073679,O0073679,2026-01-02,2025-12-24,26.33,Delivered
D0073680,O0073680,2025-03-27,2025-03-22,103.83,Delivered
D0073681,O0073681,2025-11-01,2025-10-25,170.01,Delivered
D0073682,O0073682,2025-12-29,2025-12-25,79.72,Delivered
D0073683,O0073683,2025-04-09,2025-04-16,54.12,Delivered
D0073684,O0073684,2025-09-04,2025-09-09,124.57,Delivered
D0073685,O0073685,2025-11-10,2025-11-12,42.33,Delivered
D0073686,O0073686,2025-04-28,2025-04-24,102.82,Delivered
D0073687,O0073687,2025-07-16,2025-07-20,59.52,Cancelled
D0073688,O0073688,2025-10-28,2025-10-23,26.31,Delivered
D0073689,O0073689,2025-09-02,2025-08-31,53.83,In Transit
D0073690,O0073690,2025-10-30,2025-11-03,70.35,Delivered
D0073691,O0073691,2025-04-22,2025-04-20,56.59,Delivered
D0073692,O0073692,2025-07-13,2025-07-09,193.59,In Transit
D0073693,O0073693,2025-11-03,2025-11-07,40.69,In Transit
D0073694,O0073694,2025-04-02,2025-03-30,138.38,Delivered
D0073695,O0073695,2025-06-15,2025-06-22,48.99,In Transit
D0073696,O0073696,2025-07-19,2025-07-22,67.93,Delivered
D0073697,O0073697,2025-10-28,2025-10-29,62.64,Delivered
D0073698,O0073698,2025-10-08,2025-10-07,44.25,Delivered
D0073699,O0073699,2025-06-12,2025-06-20,255.64,Delivered
D0073700,O0073700,2025-12-18,2025-12-19,37.84,Delivered
D0073701,O0073701,2025-08-18,2025-08-25,64.85,Delivered
D0073702,O0073702,2025-08-20,2025-08-20,25.1,Delivered
D0073703,O0073703,2025-02-12,2025-02-22,45.02,Delivered
D0073704,O0073704,2025-04-02,2025-03-31,64.28,Delivered
D0073705,O0073705,2025-02-09,2025-02-16,181.75,Delivered
D0073706,O0073706,2025-01-17,2025-01-22,93.56,Delivered
D0073707,O0073707,2025-12-20,2025-12-22,233.37,Delivered
D0073708,O0073708,2025-04-18,2025-04-20,109.54,Delivered
D0073709,O0073709,2025-09-28,2025-10-05,72.89,Delivered
D0073710,O0073710,2025-07-16,2025-07-16,131.5,Delivered
D0073711,O0073711,2025-03-08,2025-03-19,49.21,In Transit
D0073712,O0073712,2025-10-27,2025-10-26,277.49,In Transit
D0073713,O0073713,2025-08-17,2025-08-14,112.83,Delivered
D0073714,O0073714,2025-10-05,2025-10-16,46.18,Delivered
D0073715,O0073715,2025-10-21,2025-10-14,40.17,Delivered
D0073716,O0073716,2025-11-05,2025-10-29,34.05,Delivered
D0073717,O0073717,2025-08-15,2025-08-18,24.73,Delivered
D0073718,O0073718,2025-03-10,2025-03-09,42.17,Delivered
D0073719,O0073719,2025-06-18,2025-06-23,54.1,Delivered
D0073720,O0073720,2025-10-06,2025-10-03,59.39,Delivered
D0073721,O0073721,2025-11-04,2025-11-05,131.93,Delivered
D0073722,O0073722,2025-07-16,2025-07-25,66.13,Delivered
D0073723,O0073723,2025-01-26,2025-01-29,25.2,Delivered
D0073724,O0073724,2025-12-31,2026-01-12,43.44,Delivered
D0073725,O0073725,2025-08-26,2025-08-26,101.56,Delivered
D0073726,O0073726,2025-08-02,2025-08-07,34.92,Delivered
D0073727,O0073727,2025-06-26,2025-06-28,35.15,Delivered
D0073728,O0073728,2025-06-14,2025-06-21,222.24,In Transit
D0073729,O0073729,2025-09-03,2025-09-05,76.92,Delivered
D0073730,O0073730,2025-08-27,2025-08-28,103.03,Delivered
D0073731,O0073731,2025-04-21,2025-04-19,57.79,Delivered
D0073732,O0073732,2025-05-28,2025-06-02,30.73,Delivered
D0073733,O0073733,2025-03-04,2025-03-05,109.43,Delivered
D0073734,O0073734,2025-05-03,2025-05-04,32.68,Delivered
D0073735,O0073735,2025-12-31,2025-12-27,53.57,Delivered
D0073736,O0073736,2025-04-09,2025-04-07,34.86,Delivered
D0073737,O0073737,2025-11-22,2025-11-21,372.11,Delivered
D0073738,O0073738,2025-06-21,2025-06-17,180.62,In Transit
D0073739,O0073739,2025-12-03,2025-12-03,118.11,Delivered
D0073740,O0073740,2025-08-06,2025-08-01,43.65,Delivered
D0073741,O0073741,2025-10-14,2025-10-21,93.18,Delivered
D0073742,O0073742,2025-05-25,2025-06-06,44.64,Delivered
D0073743,O0073743,2025-01-29,2025-01-25,53.93,In Transit
D0073744,O0073744,2025-05-14,2025-05-26,27.09,Delivered
D0073745,O0073745,2025-08-21,2025-08-22,273.2,Delivered
D0073746,O0073746,2025-03-31,2025-03-29,86.92,Cancelled
D0073747,O0073747,2025-05-28,2025-05-24,151.96,Delivered
D0073748,O0073748,2025-01-20,2025-01-31,57.34,Delivered
D0073749,O0073749,2025-05-06,2025-05-05,36.29,Delivered
D0073750,O0073750,2025-02-13,2025-02-08,69.51,In Transit
D0073751,O0073751,2025-04-09,2025-04-02,17.66,Delivered
D0073752,O0073752,2025-05-30,2025-06-04,52.84,Delivered
D0073753,O0073753,2025-03-17,2025-03-10,23.28,Delivered
D0073754,O0073754,2025-02-09,2025-02-08,27.66,Delivered
D0073755,O0073755,2025-03-02,2025-02-21,56.77,In Transit
D0073756,O0073756,2025-09-06,2025-08-31,49.3,Delivered
D0073757,O0073757,2025-02-23,2025-03-01,74.26,Delivered
D0073758,O0073758,2025-01-16,2025-01-22,143.94,Delivered
D0073759,O0073759,2025-09-27,2025-09-19,23.46,Delivered
D0073760,O0073760,2025-06-26,2025-07-04,127.45,Delivered
D0073761,O0073761,2025-12-09,2025-12-20,70.74,Cancelled
D0073762,O0073762,2025-05-29,2025-05-29,76.04,Delivered
D0073763,O0073763,2025-05-22,2025-05-25,70.2,Delivered
D0073764,O0073764,2025-01-27,2025-01-30,70.52,Delivered
